,beta_acc,beta_inf_time,ee_prob,threshold,n_branches_edge,beta,calib_mode,overhead,temp_branch_1
0,0.5371671295539945,32.58028335147503,0,0.9,1,0,overall_acc_beta_calib,10,0.007800434509286039
0,0.5371671295539945,32.584285420688566,0,0.9,1,5,overall_acc_beta_calib,10,0.0786308736395804
0,0.537657245548113,32.604295766756266,0,0.9,1,10,overall_acc_beta_calib,10,0.09357702489665018
0,0.5371671295539945,32.584285420688566,0,0.9,1,15,overall_acc_beta_calib,10,0.07818533821676853
0,0.5371671295539945,32.584285420688566,0,0.9,1,20,overall_acc_beta_calib,10,0.07865003598640567
0,0.7613135108642378,41.32880665227049,0,0.9,1,25,overall_acc_beta_calib,10,0.9360626578478198
0,0.761966998856396,41.49889459384588,0,0.9,1,30,overall_acc_beta_calib,10,0.9522179560807978
0,0.7627838588465937,41.65297425856712,0,0.9,1,35,overall_acc_beta_calib,10,0.9686422881194656
0,0.7636007188367914,41.81305702710867,0,0.9,1,40,overall_acc_beta_calib,10,0.9865684295972461
0,0.7636007188367914,41.819060130928975,0,0.9,1,45,overall_acc_beta_calib,10,0.9872044837069159
0,0.7637640908348309,41.87508909991851,0,0.9,1,50,overall_acc_beta_calib,10,0.9932386486436833
0,0.7637640908348309,41.87508909991851,0,0.9,1,55,overall_acc_beta_calib,10,0.9932386486436833
0,0.7637640908348309,41.87508909991851,0,0.9,1,60,overall_acc_beta_calib,10,0.9932386486436833
0,0.7637640908348309,41.87508909991851,0,0.9,1,65,overall_acc_beta_calib,10,0.9932386486436833
0,0.5371671295539945,32.584285420688566,0,0.9,1,70,overall_acc_beta_calib,10,0.07855038116046942
0,0.7637640908348309,41.897100480592975,0,0.9,1,75,overall_acc_beta_calib,10,0.9973525155434958
0,0.76409083483091,41.961133588009595,0,0.9,1,80,overall_acc_beta_calib,10,1.0041983384296427
0,0.76409083483091,42.00115428014498,0,0.9,1,85,overall_acc_beta_calib,10,1.00894572122256
0,0.76409083483091,41.979142899470524,0,0.9,1,90,overall_acc_beta_calib,10,1.006761351356317
0,0.76409083483091,41.979142899470524,0,0.9,1,95,overall_acc_beta_calib,10,1.006761351356317
0,0.76409083483091,41.979142899470524,0,0.9,1,100,overall_acc_beta_calib,10,1.006761351356317
0,0.5371671295539945,32.58028335147503,0,0.7,1,0,overall_acc_beta_calib,15,0.009696540154790004
0,0.5371671295539945,32.58591914066896,0,0.7,1,5,overall_acc_beta_calib,15,0.10106714641978429
0,0.5371671295539945,32.58591914066896,0,0.7,1,10,overall_acc_beta_calib,15,0.1009208706566528
0,0.561999673256004,33.51582435766807,0,0.7,1,15,overall_acc_beta_calib,15,0.22585395067960054
0,0.5802973370364319,34.321742212400636,0,0.7,1,20,overall_acc_beta_calib,15,0.2845780172190461
0,0.7536350269563796,43.595433331019024,0,0.7,1,25,overall_acc_beta_calib,15,1.0264808384174893
0,0.7551053749387355,43.79268595280672,0,0.7,1,30,overall_acc_beta_calib,15,1.0544099565430054
0,0.7549420029406959,43.74196385006131,0,0.7,1,35,overall_acc_beta_calib,15,1.0462663870263036
0,0.7551053749387355,43.79268595280672,0,0.7,1,40,overall_acc_beta_calib,15,1.0540400360587714
0,0.7551053749387355,43.80113963659762,0,0.7,1,45,overall_acc_beta_calib,15,1.0556803200596319
0,0.7551053749387355,43.820864898776385,0,0.7,1,50,overall_acc_beta_calib,15,1.0591878926718925
0,0.7551053749387355,43.837772266358186,0,0.7,1,55,overall_acc_beta_calib,15,1.0610289177162844
0,0.7549420029406959,43.80395753119458,0,0.7,1,60,overall_acc_beta_calib,15,1.0558193831643903
0,0.7551053749387355,43.87440489611876,0,0.7,1,65,overall_acc_beta_calib,15,1.0651741006014999
0,0.7554321189348145,43.902583842088426,0,0.7,1,70,overall_acc_beta_calib,15,1.067421656965932
0,0.7551053749387355,43.80113963659762,0,0.7,1,75,overall_acc_beta_calib,15,1.0556575081091613
0,0.7551053749387355,43.81804700417942,0,0.7,1,80,overall_acc_beta_calib,15,1.0586182129353703
0,0.7551053749387355,43.843408055552125,0,0.7,1,85,overall_acc_beta_calib,15,1.0611225691671349
0,0.7549420029406959,43.865951212327865,0,0.7,1,90,overall_acc_beta_calib,15,1.0632685363216978
0,0.7551053749387355,43.87440489611876,0,0.7,1,95,overall_acc_beta_calib,15,1.0651279088655976
0,0.7554321189348145,43.8969480528945,0,0.7,1,100,overall_acc_beta_calib,15,1.0667545052669272
0,0.5371671295539945,32.58028335147503,0,0.8,1,0,overall_acc_beta_calib,15,0.05598500894132541
0,0.5378206175461526,32.6169159812356,0,0.8,1,5,overall_acc_beta_calib,15,0.10674117098898
0,0.5371671295539945,32.58591914066896,0,0.8,1,10,overall_acc_beta_calib,15,0.08792843257356076
0,0.537330501552034,32.5915549298629,0,0.8,1,15,overall_acc_beta_calib,15,0.09217695572542486
0,0.7583728148995262,44.34499329381225,0,0.8,1,20,overall_acc_beta_calib,15,0.9877619362989377
0,0.5371671295539945,32.58591914066896,0,0.8,1,25,overall_acc_beta_calib,15,0.08838847623659166
0,0.7593530468877634,44.48025223446667,0,0.8,1,30,overall_acc_beta_calib,15,1.004188172044045
0,0.5371671295539945,32.58591914066896,0,0.8,1,35,overall_acc_beta_calib,15,0.08844882927491757
0,0.6020258127756902,35.1530211185059,0,0.8,1,40,overall_acc_beta_calib,15,0.29873729962571594
0,0.759843162881882,44.66623327786648,0,0.8,1,45,overall_acc_beta_calib,15,1.0280665033539362
0,0.759843162881882,44.66623327786648,0,0.8,1,50,overall_acc_beta_calib,15,1.028202259278976
0,0.7604966508740402,44.71413748601493,0,0.8,1,55,overall_acc_beta_calib,15,1.0348052131002663
0,0.7604966508740402,44.73104485359673,0,0.8,1,60,overall_acc_beta_calib,15,1.0358469008079358
0,0.7604966508740402,44.73104485359673,0,0.8,1,65,overall_acc_beta_calib,15,1.036187846033741
0,0.7603332788760007,44.76485958876033,0,0.8,1,70,overall_acc_beta_calib,15,1.0391764524266012
0,0.7603332788760007,44.7676774833573,0,0.8,1,75,overall_acc_beta_calib,15,1.0394882201032918
0,0.7603332788760007,44.76485958876033,0,0.8,1,80,overall_acc_beta_calib,15,1.0392370071512602
0,0.7604966508740402,44.77049537795426,0,0.8,1,85,overall_acc_beta_calib,15,1.0395686005264786
0,0.7608233948701193,44.821217480699666,0,0.8,1,90,overall_acc_beta_calib,15,1.042924046102577
0,0.7608233948701193,44.821217480699666,0,0.8,1,95,overall_acc_beta_calib,15,1.0433306850649033
0,0.7604966508740402,44.78176695634213,0,0.8,1,100,overall_acc_beta_calib,15,1.0401511310075562
0,0.5371671295539945,32.58028335147503,0,0.9,1,0,overall_acc_beta_calib,15,0.007800434509286261
0,0.5371671295539945,32.58591914066896,0,0.9,1,5,overall_acc_beta_calib,15,0.07851067239398028
0,0.537330501552034,32.5915549298629,0,0.9,1,10,overall_acc_beta_calib,15,0.08175232128919566
0,0.5379839895441921,32.61973387583257,0,0.9,1,15,overall_acc_beta_calib,15,0.09547173500894733
0,0.5371671295539945,32.58591914066896,0,0.9,1,20,overall_acc_beta_calib,15,0.07860218114901762
0,0.5371671295539945,32.58591914066896,0,0.9,1,25,overall_acc_beta_calib,15,0.07780592496081078
0,0.7604966508740402,44.77049537795426,0,0.9,1,30,overall_acc_beta_calib,15,0.9241996827281401
0,0.7613135108642378,44.90293642401171,0,0.9,1,35,overall_acc_beta_calib,15,0.9364783293431045
0,0.761966998856396,45.13963957015694,0,0.9,1,40,overall_acc_beta_calib,15,0.952134196101539
0,0.7624571148505146,45.29462377299013,0,0.9,1,45,overall_acc_beta_calib,15,0.9636069066070511
0,0.7629472308446332,45.40452166227185,0,0.9,1,50,overall_acc_beta_calib,15,0.9727974691844483
0,0.7636007188367914,45.58486691647772,0,0.9,1,55,overall_acc_beta_calib,15,0.9866865363539606
0,0.7636007188367914,45.58204902188076,0,0.9,1,60,overall_acc_beta_calib,15,0.9860848040764396
0,0.7637640908348309,45.669403754386735,0,0.9,1,65,overall_acc_beta_calib,15,0.9932386486436833
0,0.7637640908348309,45.669403754386735,0,0.9,1,70,overall_acc_beta_calib,15,0.9932386486436833
0,0.7637640908348309,45.669403754386735,0,0.9,1,75,overall_acc_beta_calib,15,0.9932386486436833
0,0.7637640908348309,45.669403754386735,0,0.9,1,80,overall_acc_beta_calib,15,0.9932386486436833
0,0.7637640908348309,45.669403754386735,0,0.9,1,85,overall_acc_beta_calib,15,0.9932386486436833
0,0.7637640908348309,45.669403754386735,0,0.9,1,90,overall_acc_beta_calib,15,0.9932386486436833
0,0.7637640908348309,45.669403754386735,0,0.9,1,95,overall_acc_beta_calib,15,0.9932386486436833
0,0.7637640908348309,45.669403754386735,0,0.9,1,100,overall_acc_beta_calib,15,0.9932386486436833
0,0.5371671295539945,32.58028335147503,0,0.7,1,0,overall_acc_beta_calib,20,0.009696540154788963
0,0.5371671295539945,32.58755286064936,0,0.7,1,5,overall_acc_beta_calib,20,0.09828274179189664
0,0.5371671295539945,32.58755286064936,0,0.7,1,10,overall_acc_beta_calib,20,0.09930349697703363
0,0.5371671295539945,32.58755286064936,0,0.7,1,15,overall_acc_beta_calib,20,0.10101204956916102
0,0.5616729292599248,33.77611761065221,0,0.7,1,20,overall_acc_beta_calib,20,0.2255302592805231
0,0.5371671295539945,32.58755286064936,0,0.7,1,25,overall_acc_beta_calib,20,0.09985546869970516
0,0.5806240810325111,34.86654398680161,0,0.7,1,30,overall_acc_beta_calib,20,0.2860748544752208
0,0.7549420029406959,46.97754627123432,0,0.7,1,35,overall_acc_beta_calib,20,1.0461231940002418
0,0.7551053749387355,47.05387611756478,0,0.7,1,40,overall_acc_beta_calib,20,1.0551610524574702
0,0.7551053749387355,47.07931939967494,0,0.7,1,45,overall_acc_beta_calib,20,1.0589813013740457
0,0.7549420029406959,47.07204989050061,0,0.7,1,50,overall_acc_beta_calib,20,1.057501180889456
0,0.7551053749387355,47.05387611756478,0,0.7,1,55,overall_acc_beta_calib,20,1.0557132090253802
0,0.7551053749387355,47.05387611756478,0,0.7,1,60,overall_acc_beta_calib,20,1.0557493273748733
0,0.7551053749387355,47.07931939967494,0,0.7,1,65,overall_acc_beta_calib,20,1.0591753794578587
0,0.7549420029406959,47.05751087215194,0,0.7,1,70,overall_acc_beta_calib,20,1.056069407950284
